flame_vert_id  off_vert_id  dist
    798       49485   0.009704
    799       62580   0.013326
    802       71232   0.008140
    803       45298   0.014858
    804       46705   0.023446
    805       62939   0.029350
    806       74016   0.043962
    807       93412   0.000750
    808       93074   0.001225
    809       93746   0.000941
    810      114921   0.042896
    811      112940   0.044003
    812      112277   0.044322
    813      111277   0.043266
    814       93072   0.001017
    815       92737   0.000705
    816       93745   0.000740
    817      110944   0.041702
    818      110276   0.042007
    819      109941   0.040683
    820      115908   0.040694
    821       92739   0.000598
    822       92404   0.000917
    823       93752   0.000940
    824       94047   0.001180
    825       94048   0.000495
    826       94391   0.001549
    827       94390   0.002312
    828       94384   0.001432
    829       94728   0.002362
    830      108272   0.045638
    831      107937   0.045260
    832      107602   0.045614
    837       92691   0.003005
    838       91679   0.002553
    840       95391   0.003236
    841       92354   0.000188
    842       91345   0.000182
    843       97181   0.043589
    844       94159   0.042949
    845       92808   0.047848
    846       90671   0.002030
    847       91343   0.002322
    848       93028   0.000466
    850      117875   0.047918
    851      119836   0.046962
    853      114591   0.044503
    854      118202   0.044534
    855      117548   0.043884
    856      107267   0.041167
    857      106932   0.044949
    858      106931   0.043605
    859      111944   0.042184
    864       93025   0.000548
    865       92687   0.000399
    866      135896   0.037007
    867      141776   0.039752
    868      131127   0.035788
    875      106594   0.048230
    876      106257   0.048176
    877       92013   0.000688
    878       95073   0.002831
    879       94404   0.002935
    880       95066   0.002440
    881       95065   0.002378
    882       94402   0.002753
    883       94406   0.002740
    884       94411   0.002995
    885       94412   0.002915
    892      103231   0.039529
    893      102559   0.037974
    894       99196   0.038998
    895      101887   0.039473
    896       94385   0.001925
    897       93709   0.001977
    898       96427   0.003002
    899       95747   0.003018
    902       95069   0.002857
    903       95392   0.002595
    904       94712   0.001765
    905       94376   0.001712
    906       95746   0.003226
    907       97759   0.003500
    908       98085   0.002753
    909       97414   0.002773
    910       99533   0.046155
    911       97516   0.049636
    912       98188   0.048450
    913      100207   0.046605
    914      105920   0.044746
    915      102223   0.044426
    916      100879   0.044600
    917      100543   0.044989
    918       97098   0.002669
    919       97097   0.002779
    920       97852   0.036279
    921       96174   0.039170
    922       93082   0.000798
    923       92409   0.000512
    924       93084   0.000923
    926       93756   0.001224
    927       95784   0.000704
    928       94443   0.000943
    929       95790   0.000877
    930      105584   0.043271
    931       96846   0.042564
    932      104239   0.045113
    933      127599   0.036098
    934      126314   0.038223
    935       96510   0.046900
    936       95168   0.047369
    937      104575   0.047193
    938      106258   0.048383
    939       96796   0.000620
    942      103200   0.000831
    943       98814   0.000547
    944       97140   0.000172
    945       93417   0.001018
    946       93754   0.001245
    947       92743   0.000726
    948       92406   0.000936
    949       94094   0.001130
    950       94429   0.001075
    951       93751   0.001251
    952       94762   0.001482
    953       94423   0.001423
    954       94422   0.001368
    955       94418   0.001670
    958       94417   0.001705
    959       94419   0.001765
    960       95098   0.001906
    961       95093   0.002212
    962       95437   0.001427
    963       94766   0.001173
    964       94769   0.000873
    965       94098   0.000623
    966       93423   0.000478
    967       95108   0.000525
    968       95780   0.000719
    969       96112   0.001052
    970       95440   0.000751
    971       94437   0.000645
    972       95112   0.000652
    973      104911   0.045325
    974      105247   0.045642
    975      105921   0.046357
    976      106595   0.045611
    977       95436   0.001319
    978       96444   0.001423
    979       97110   0.002081
    980       95766   0.001863
    981      136212   0.047806
    985       95094   0.002403
    986       97439   0.002416
    991       94401   0.002703
    992       94400   0.002171
    993       94069   0.002144
    994       94405   0.002875
    995       93068   0.001616
    996      144478   0.040639
    999       94079   0.001236
   1000       95081   0.000852
   1001       94746   0.002745
   1002       95423   0.002633
   1003       94755   0.000203
   1004      107268   0.048845
   1005      107603   0.047263
   1006       95744   0.000493
   1007       96080   0.002899
   1008       95399   0.000501
   1009      125025   0.038085
   1010       96069   0.003177
   1011       94049   0.000548
   1012       84035   0.000513
   1013       84036   0.000367
   1014       84048   0.000363
   1015       84383   0.000159
   1019       85721   0.000907
   1020       85390   0.000758
   1021       86057   0.000617
   1022       86389   0.000615
   1023       86714   0.001212
   1031      107938   0.049899
   1032      108273   0.048938
   1033       86719   0.001145
   1034       84719   0.001213
   1035      128882   0.046843
   1036      136839   0.047816
   1043       84718   0.000654
   1044       84382   0.000439
   1045       88718   0.000770
   1046       88049   0.001380
   1049      111611   0.040341
   1050      110611   0.038143
   1051      108607   0.049384
   1052      108941   0.047294
   1057      137465   0.048943
   1059       88381   0.000589
   1060       89385   0.000461
   1061       89056   0.001249
   1062       89721   0.000560
   1063       88724   0.003576
   1064       88056   0.003785
   1065       88051   0.003871
   1068       89060   0.003470
   1069      109942   0.047115
   1070      109607   0.048727
   1071      109274   0.046685
   1074       99871   0.045656
   1075       91404   0.003410
   1078       94833   0.044952
   1079       99534   0.045888
   1080       99197   0.045765
   1081       98860   0.045176
   1082      121139   0.048549
   1083      119510   0.047174
   1084      114261   0.046466
   1085       91740   0.003264
   1086       91402   0.003296
   1087      115887   0.002415
   1088      107242   0.001716
   1092      113584   0.001369
   1093       92742   0.000855
   1096       92069   0.000667
   1099       93822   0.049892
   1100       92134   0.049667
   1101       92067   0.000658
   1102      138708   0.045756
   1103      132407   0.049400
   1104      132087   0.049710
   1105      131767   0.047698
   1106      119184   0.047458
   1108       92068   0.000310
   1113       91736   0.000336
   1114       92073   0.000205
   1115       94089   0.000187
   1116       93755   0.002747
   1117       93420   0.002527
   1125       93080   0.000662
   1126       94424   0.000242
   1127       95432   0.002892
   1128       92748   0.002821
   1129       91739   0.003267
   1132       92744   0.000905
   1134       92746   0.001237
   1135       91734   0.000461
   1138       93484   0.046459
   1139       92471   0.049856
   1140       91797   0.049520
   1141       98524   0.046894
   1142       91400   0.001426
   1143       91065   0.001578
   1144       91398   0.000359
   1146       90728   0.000958
   1147       91401   0.001478
   1150       89390   0.001344
   1151       90057   0.000548
   1152       92411   0.000577
   1153       91738   0.000532
   1154       90731   0.000495
   1155       92075   0.000775
   1156       91461   0.042849
   1157       90118   0.046977
   1158       89783   0.047426
   1159       89448   0.044199
   1161       92752   0.000802
   1162       93762   0.000524
   1163       90398   0.000841
   1164       90065   0.001336
   1168       92755   0.000809
   1169       94102   0.000608
   1170       91064   0.000562
   1175       90730   0.000365
   1176       89392   0.001103
   1179      129203   0.049996
   1181       89394   0.001671
   1182       90061   0.000735
   1183       89389   0.001194
   1184       88054   0.001634
   1189       87390   0.001779
   1190       87056   0.001158
   1193       86724   0.001300
   1194       87055   0.001611
   1195       90393   0.000264
   1200       90056   0.000762
   1201       89386   0.001196
   1202       87714   0.000936
   1203      113931   0.041279
   1204      113601   0.043243
   1205      117221   0.043696
   1208      131447   0.038991
   1209      136526   0.038178
   1210      162745   0.031527
   1211      162547   0.038780
   1212      160712   0.045642
   1213      170572   0.032486
   1214       95839   0.043628
   1215       95503   0.042408
   1216       87046   0.000719
   1217       87379   0.000527
   1218       86708   0.001018
   1222      113271   0.047132
   1223      112609   0.048598
   1224       86707   0.000403
   1225       83030   0.000364
   1226       83377   0.001480
   1227       86039   0.001731
   1228       86370   0.000257
   1229       85039   0.001578
   1230       84709   0.000554
   1232       90673   0.000230
   1233       89668   0.000470
   1235      111278   0.048718
   1236      129524   0.046394
   1237      129845   0.048855
   1238      130808   0.045460
   1241       89331   0.002263
   1242       90336   0.001865
   1243       91008   0.001188
   1244       90004   0.000295
   1263       94497   0.041661
   1272      125992   0.045478
   1279      124702   0.047068
   1281      116894   0.045012
   1283       86677   0.000894
   1284       87345   0.000405
   1287       87676   0.002777
   1289       88002   0.000186
   1292       88006   0.001940
   1293       88671   0.000115
   1294       84712   0.002220
   1296      116566   0.045997
   1297      116238   0.044988
   1316       89114   0.044407
   1317       88112   0.049017
   1318       87778   0.046737
   1320       87381   0.002286
   1321       86702   0.003110
   1329       92012   0.002375
   1331       89669   0.001170
   1336       92349   0.001867
   1337       92681   0.001922
   1338       92685   0.002914
   1339       89335   0.002161
   1340       88670   0.000676
   1341       88669   0.001259
   1342       85018   0.002401
   1343       87672   0.002465
   1344       84374   0.002099
   1345       84037   0.001739
   1346       85017   0.001714
   1347       87001   0.001191
   1348       85016   0.001002
   1349       86668   0.000669
   1350       84034   0.000456
   1351       83699   0.001360
   1352       94040   0.001603
   1353       94030   0.001420
   1354       93703   0.001246
   1355       93698   0.000968
   1356       93705   0.000504
   1357       93020   0.001620
   1358       93691   0.001188
   1359      171114   0.005961
   1360      171230   0.010258
   1361       93368   0.000690
   1362       92680   0.002661
   1363       93353   0.001351
   1364       89986   0.002192
   1365       92674   0.000769
   1366       87325   0.002025
   1367       89333   0.002496
   1368       93690   0.000749
   1369       94029   0.001001
   1370       93687   0.000526
   1371       94364   0.000771
   1372       96397   0.002542
   1373       97068   0.002531
   1374       95047   0.001839
   1375       96386   0.001853
   1376       99441   0.003296
   1377       97096   0.003240
   1378      100115   0.003216
   1379      119638   0.002280
   1380      119962   0.001611
   1381      118984   0.001831
   1382      118331   0.002306
   1383      100791   0.003092
   1384       99765   0.002767
   1385       98422   0.002848
   1386      170869   0.023466
   1387       96451   0.000740
   1388       97796   0.000970
   1389       98464   0.001367
   1390       97120   0.000730
   1391       97451   0.001090
   1392      131572   0.004003
   1393      131571   0.006186
   1394      131569   0.005969
   1395      131891   0.004286
   1396       99130   0.001543
   1397       99461   0.001946
   1398       97780   0.001791
   1399       98784   0.002059
   1400       98447   0.002496
   1401       93095   0.000576
   1402       90071   0.001662
   1403       93775   0.000814
   1404       90077   0.001444
   1405       89984   0.000831
   1406      118004   0.004921
   1407      119964   0.006563
   1408      119313   0.004446
   1409      117678   0.003395
   1410       91997   0.000472
   1411       89645   0.000371
   1412       91657   0.000295
   1413       86647   0.001322
   1414       87319   0.001651
   1415       93686   0.000480
   1416       94699   0.000477
   1417       94019   0.000455
   1418       95367   0.000315
   1419       99080   0.002094
   1420       99079   0.001496
   1421       97054   0.001343
   1422       97389   0.000740
   1425       78694   0.001360
   1426       80366   0.002475
   1427       80026   0.001642
   1428       78011   0.000571
   1429       75008   0.000983
   1430       78369   0.000458
   1431       80044   0.001858
   1432       82382   0.003511
   1433       87734   0.001941
   1434       87396   0.002945
   1435       85076   0.003392
   1436       85080   0.002698
   1437       87408   0.001493
   1438       83746   0.001875
   1439       83067   0.002880
   1440       85070   0.003537
   1441       80723   0.001500
   1442       81654   0.002136
   1443       83340   0.000794
   1444       85338   0.001862
   1445       84332   0.001991
   1446       79640   0.002001
   1447       83318   0.001776
   1448       77324   0.000231
   1449       81016   0.001675
   1450       84684   0.000704
   1451       86669   0.000573
   1452       84685   0.000580
   1453       86670   0.000899
   1458       85059   0.000703
   1459       85060   0.001225
   1460       85725   0.001416
   1461       85394   0.001029
   1462       86392   0.001596
   1463       86394   0.002084
   1464       86727   0.002308
   1465       87058   0.002105
   1466       87723   0.002194
   1467       87061   0.002469
   1468       85342   0.001133
   1469       84683   0.000629
   1471       44152   0.000739
   1472       47011   0.002114
   1473       52572   0.001472
   1474       83383   0.002449
   1475       84733   0.002522
   1476       85730   0.002859
   1477       85733   0.003039
   1478       86729   0.003051
   1479      112275   0.039111
   1480      108271   0.040738
   1516      111942   0.047629
   1518      120487   0.049501
   1548      104573   0.047197
   1562      120813   0.049843
   1564      121138   0.049034
   1566      111609   0.048489
   1569      104237   0.036601
   1570      108929   0.000187
   1571      100196   0.001117
   1572      152013   0.009180
   1573      154348   0.008781
   1574      119154   0.002659
   1575      122076   0.002628
   1576      148745   0.000188
   1577      149300   0.000311
   1578      149298   0.000845
   1579      148744   0.000465
   1580      147612   0.002337
   1581      147327   0.002312
   1582      147898   0.001766
   1583      148179   0.001850
   1584      137066   0.000201
   1585      133602   0.001392
   1586      136768   0.001051
   1587      140482   0.001098
   1588      149860   0.007363
   1589      147620   0.007151
   1590      147615   0.004419
   1591      147333   0.004688
   1592      149861   0.007586
   1593      149856   0.004970
   1594      149035   0.009126
   1595      145580   0.009040
   1596      152547   0.001404
   1597      151217   0.000734
   1598      149041   0.001486
   1599      149049   0.001211
   1600      127173   0.001795
   1601      130075   0.001981
   1602      133903   0.000473
   1603      130379   0.000476
   1604      126201   0.002981
   1605      123943   0.000341
   1606      120687   0.000507
   1607      122964   0.001249
   1608      124258   0.001362
   1609      122962   0.000316
   1610      130363   0.002819
   1611      124908   0.002295
   1612      131318   0.004051
   1613      130604   0.002873
   1614      130925   0.004895
   1615      129960   0.004341
   1616      129637   0.002365
   1617      131316   0.004151
   1618      130365   0.003148
   1619      131259   0.003907
   1620      130294   0.004697
   1621      130936   0.005420
   1622      131578   0.004467
   1623      131006   0.003375
   1624      131000   0.004031
   1625      130997   0.004903
   1626      130678   0.003338
   1627      129970   0.004651
   1628      129004   0.002814
   1629      126751   0.002365
   1630      123530   0.004368
   1631      120289   0.008134
   1632      131575   0.006491
   1633      121266   0.007719
   1634      123200   0.003573
   1635      122876   0.005627
   1636      119960   0.003810
   1637      120285   0.002064
   1638      127798   0.003231
   1639      131940   0.005547
   1640      130981   0.004553
   1641       99718   0.000640
   1642      102749   0.000616
   1643      102406   0.000310
   1644      104764   0.000817
   1645      123927   0.002204
   1646      123281   0.000494
   1647      123918   0.001514
   1648      122298   0.000822
   1649       86619   0.000463
   1650      136989   0.007230
   1651      136988   0.007168
   1652      136363   0.006746
   1657      146696   0.001319
   1658      143138   0.001368
   1659      147307   0.007491
   1660      150081   0.009749
   1661      150082   0.005840
   1662      148996   0.004846
   1663      147883   0.003613
   1664      145859   0.005855
   1665      146438   0.009836
   1666      147873   0.012540
   1667      149270   0.002202
   1668      150076   0.001896
   1669      149253   0.000470
   1670      148990   0.000390
   1671      132290   0.001415
   1672      132604   0.002739
   1673      133547   0.003126
   1674      133225   0.004122
   1675      133223   0.004669
   1676      131952   0.004387
   1677      132904   0.005199
   1678      132272   0.004656
   1679      131951   0.004948
   1680      131632   0.005239
   1681      131630   0.005814
   1682      131311   0.006291
   1683      132906   0.005604
   1684      108111   0.001764
   1685      104414   0.002228
   1686      142248   0.001621
   1687      142235   0.001464
   1688      140709   0.003629
   1689      138576   0.003540
   1690      138584   0.001904
   1691      143167   0.001480
   1692      133222   0.006877
   1693      143152   0.001733
   1694      145831   0.001264
   1695      144956   0.000530
   1696      146430   0.000505
   1697      144374   0.000395
   1698      139218   0.001588
   1699      139852   0.001343
   1700      144680   0.001304
   1701      146764   0.001638
   1702      148749   0.000872
   1703      147905   0.001536
   1704      148184   0.002362
   1705      143206   0.002224
   1706      146185   0.001347
   1707      142914   0.000272
   1708      142600   0.000577
   1709      145274   0.002508
   1710      148465   0.000723
   1711      148464   0.000550
   1712      148463   0.001177
   1713      148462   0.000282
   1714      148460   0.001828
   1715      148740   0.000780
   1716      148177   0.000534
   1717      147030   0.001986
   1718      148182   0.002399
   1719      147895   0.002092
   1720      149294   0.001315
   1721      148741   0.001462
   1722      147901   0.002464
   1723      148461   0.001766
   1724      147037   0.003540
   1725      147325   0.003060
   1726      160923   0.025569
   1727      158527   0.036317
   1728      148466   0.002658
   1729      147899   0.001969
   1730      148742   0.001216
   1731      148180   0.000905
   1732      148739   0.000895
   1733      148459   0.000673
   1734      147591   0.000344
   1735      146732   0.001303
   1736      148449   0.000512
   1737      148721   0.000183
   1738      148450   0.001212
   1739      145564   0.007964
   1740      148724   0.001796
   1741      146157   0.004645
   1742      145865   0.006639
   1743      147321   0.003611
   1744      147043   0.006283
   1745      146159   0.004646
   1746      145284   0.007826
   1747      144689   0.006134
   1748      148172   0.002762
   1749      145558   0.000819
   1750      147865   0.000715
   1751      148135   0.001095
   1752      110353   0.002805
   1753      111021   0.003209
   1754      110031   0.002561
   1755      107690   0.002524
   1756      115422   0.001541
   1757      111117   0.001554
   1758      149021   0.001360
   1759      171153   0.015377
   1763      149853   0.000321
   1764      150669   0.008258
   1765      150129   0.005354
   1766      155612   0.000732
   1767      158707   0.000634
   1768      156574   0.001124
   1769      153831   0.000240
   1770      152516   0.000707
   1771      151200   0.000450
   1773      150390   0.000409
   1774      151458   0.000591
   1775      150653   0.001061
   1776      149570   0.000551
   1777      148167   0.002931
   1778      149000   0.002785
   1779      153546   0.007367
   1780      151990   0.005475
   1781      151730   0.005031
   1782      147610   0.002537
   1787      149010   0.002010
   1788      147896   0.001993
   1789      149274   0.001849
   1790      170935   0.016476
   1791      149018   0.001300
   1792      149287   0.001517
   1793      149551   0.001162
   1794      150642   0.001268
   1795      153025   0.000591
   1796      154314   0.000873
   1797      158687   0.001650
   1798      161075   0.001807
   1799      159994   0.002661
   1800      162675   0.003192
   1801      155810   0.000722
   1802      154301   0.000813
   1803      151961   0.000181
   1804      150085   0.000252
   1805      138862   0.006296
   1806      132586   0.006106
   1807      132582   0.005927
   1808      127780   0.004037
   1809      135422   0.006224
   1810      123916   0.001925
   1811      124560   0.002852
   1812      124235   0.001573
   1813      122942   0.000765
   1814      126492   0.003417
   1815      124557   0.001865
   1816      130336   0.004883
   1817      123579   0.004170
   1818      119682   0.002008
   1819      123255   0.003121
   1820      122616   0.000661
   1821      120994   0.000751
   1823      118057   0.001177
   1824      119695   0.001708
   1826      150084   0.001353
   1827      150083   0.003070
   1828      127920   0.045166
   1830      158902   0.009207
   1831      156553   0.007973
   1832      158210   0.008406
   1835      158440   0.009148
   1836      150347   0.003810
   1846      150352   0.008759
   1847      151163   0.008518
   1848      149526   0.001967
   1849      150613   0.000609
   1850      152476   0.000623
   1851      159329   0.009000
   1852      160621   0.008962
   1853      122761   0.036593
   1854      153305   0.007714
   1860      156830   0.008677
   1861      155591   0.007891
   1862      157536   0.008778
   1863      164189   0.004042
   1864      159547   0.004042
   1865      155297   0.001107
   1866      157015   0.000427
   1868       42135   0.010600
   1869       47390   0.007286
   1871       41429   0.003897
   1872       35132   0.009327
   1873       40798   0.014138
   1874       32787   0.014747
   1882      128241   0.046683
   1883      132088   0.046089
   1884      131448   0.043909
   1888       24865   0.047596
   1889       15548   0.049284
   1890       14794   0.038682
   1891       24563   0.038054
   1895      100718   0.002353
   1901      151278   0.043762
   1902      149381   0.046447
   1919      147984   0.048922
   1920      148826   0.048987
   1921       74015   0.035238
   1927      147413   0.048132
   1928      148266   0.047572
   1931      157362   0.049090
   1935      110277   0.035562
   1936      115909   0.039401
   1937      114922   0.037860
   1940      170167   0.003205
   1941      170871   0.009655
   1960      118857   0.032861
   1961      128561   0.022765
   1962      112278   0.020759
   1973       40799   0.021634
   1974       44582   0.022953
   1975       27252   0.019104
   1976       26651   0.025475
   1977       40134   0.030392
   1978       44941   0.034761
   1979       65800   0.043451
   1980       46358   0.046882
   1981       46008   0.033043
   1982       87795   0.001593
   1983       87128   0.001869
   1984       95179   0.002485
   1985       94177   0.001941
   1986       45299   0.049473
   1987       45300   0.045675
   1993       25165   0.038722
   1994       25465   0.031530
   1995       24866   0.044067
   1996       24564   0.037383
   1997       45655   0.025900
   1998      150202   0.045351
   1999      147699   0.040881
   2000       34931   0.000466
   2001       33274   0.001016
   2002       27376   0.000881
   2003       29267   0.001129
   2004      122759   0.036145
   2009      105917   0.002092
   2010       95162   0.001997
   2011       99531   0.010025
   2012      111276   0.010821
   2013       22491   0.022879
   2014       14396   0.020899
   2015        7287   0.030356
   2016        5934   0.028659
   2017      111976   0.001375
   2018      116262   0.001648
   2019      116604   0.003380
   2020      111320   0.002274
   2021       84786   0.002120
   2022       90451   0.006766
   2023       79419   0.005452
   2024       74004   0.002197
   2027      141169   0.042475
   2028      138398   0.041338
   2030       57905   0.000649
   2031        5363   0.036886
   2032       13325   0.035056
   2034       38426   0.001877
   2042       26352   0.030606
   2043       88079   0.000994
   2044       91426   0.000277
   2045       83417   0.000905
   2046       95464   0.000478
   2047      105781   0.001475
   2048      108134   0.001422
   2049      109468   0.001337
   2050      109478   0.002020
